Player,Season,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent
Mikel Merino,2017-2018,1,1,49,1337,18,236.7,374.8,156.0,4,271,76.9,3,0,4,0.1
Isaac Hayden,2017-2018,1,0,41,1365,25,164.7,273.6,144.0,0,171,58.2,3,0,7,0.2
Henri Saivet,2017-2018,1,0,8,83,2,0.8,49.8,7.0,1,27,5.8,0,0,0,0.0
Freddie Woodman,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Martin Dubravka,2017-2018,0,0,53,1080,11,0.0,234.6,0.0,5,215,23.3,4,0,0,1.0
Alex McCarthy,2017-2018,0,0,52,1620,26,0.0,280.8,0.0,3,278,28.1,4,0,2,0.8
Fraser Forster,2017-2018,0,0,73,1800,30,0.0,488.2,0.0,6,351,48.9,4,0,0,3.9
Ryan Bertrand,2017-2018,0,5,103,3135,49,589.1,515.2,286.0,4,553,139.3,8,0,2,5.2
Maya Yoshida,2017-2018,2,1,76,2049,32,67.0,525.2,236.0,6,413,83.0,6,1,2,1.7
Matt Targett,2017-2018,0,0,2,166,6,38.6,42.2,0.0,0,35,8.1,0,0,0,0.1
CÃ©dric Soares,2017-2018,0,3,85,2794,44,455.6,507.0,159.0,2,481,112.3,7,0,3,4.0
JÃ©rÃ©my Pied,2017-2018,0,1,7,180,3,29.9,65.8,4.0,1,47,10.0,0,0,0,0.1
Jack Stephens,2017-2018,2,0,58,1980,33,68.3,506.6,224.0,2,360,79.9,5,1,6,0.5
Sam McQueen,2017-2018,0,0,14,142,2,34.2,29.4,8.0,2,49,7.2,1,0,0,0.1
Jan Bednarek,2017-2018,1,0,22,427,5,1.9,110.0,19.0,0,88,13.1,2,0,1,0.6
Steven Davis,2017-2018,3,2,71,1515,21,350.8,345.2,126.0,6,337,82.5,4,0,0,1.3
James Ward-Prowse,2017-2018,3,5,84,1708,29,613.9,363.4,296.0,8,367,127.1,2,0,3,1.7
Dusan Tadic,2017-2018,6,3,122,2791,43,950.9,588.6,656.0,10,464,219.5,10,0,4,3.2
Jordy Clasie,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Oriol Romeu Vidal,2017-2018,1,0,68,2897,47,338.7,616.2,231.0,0,474,118.7,8,0,11,2.5
Pierre-Emile HÃ¸jbjerg,2017-2018,0,0,39,1666,30,258.4,266.6,148.0,0,261,67.6,3,0,6,0.4
Sofiane Boufal,2017-2018,2,2,55,1206,24,351.6,289.4,397.0,2,215,103.7,1,0,1,0.2
Joshua Sims,2017-2018,0,0,8,160,2,43.5,32.6,149.0,0,18,22.5,1,0,0,0.1
Nathan Redmond,2017-2018,1,3,72,1938,31,630.9,347.0,493.0,3,296,147.2,7,0,3,1.8
Shane Long,2017-2018,2,2,53,1570,28,301.9,235.6,512.0,0,167,104.6,4,0,6,0.5
Charlie Austin,2017-2018,7,1,72,1024,15,89.4,302.8,689.0,9,215,107.7,4,0,2,1.4
Manolo Gabbiadini,2017-2018,5,0,66,1067,17,133.9,203.0,269.0,10,204,58.6,4,0,2,1.4
Mario Lemina,2017-2018,1,1,58,1715,31,170.6,363.6,145.0,5,337,67.8,4,0,2,0.2
Stuart Taylor,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4
Wesley Hoedt,2017-2018,0,2,74,2520,42,130.9,661.6,146.0,11,532,93.8,5,0,7,0.1
Michael Obafemi,2017-2018,0,0,1,8,0,1.3,0.0,4.0,0,-1,0.3,0,0,0,0.7
Guido Carrillo,2017-2018,0,1,15,449,8,64.2,50.2,179.0,0,40,29.4,1,0,0,0.0
Kurt Zouma,2017-2018,1,0,87,2887,50,91.8,814.2,235.0,5,554,114.4,7,0,1,2.0
Jack Butland,2017-2018,0,0,125,3150,61,10.0,1013.4,0.0,16,687,102.5,6,0,0,2.5
Lee Grant,2017-2018,0,0,5,270,7,0.0,64.2,0.0,0,44,6.3,0,0,0,0.2
Ryan Shawcross,2017-2018,1,1,67,2371,40,26.5,656.0,276.0,2,356,96.0,5,0,2,0.8
Geoff Cameron,2017-2018,0,0,33,1522,30,77.2,265.4,46.0,0,220,39.0,2,0,2,0.2
Erik Pieters,2017-2018,0,1,71,2717,50,247.2,567.4,58.0,1,456,87.3,7,0,5,0.4
Marc Muniesa,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Glen Johnson,2017-2018,0,0,5,546,14,56.8,86.6,41.0,0,70,18.4,0,0,3,0.3
Josh Tymon,2017-2018,0,0,0,162,9,4.9,20.4,0.0,0,18,2.5,0,0,0,0.0
Joe Allen,2017-2018,2,6,109,3139,55,512.3,691.8,339.0,12,527,154.3,6,0,8,1.7
Charlie Adam,2017-2018,0,0,10,405,9,114.4,73.2,84.0,0,57,27.1,2,1,2,0.1
Glenn Whelan,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Ibrahim Afellay,2017-2018,0,0,6,162,9,5.5,12.6,0.0,0,29,1.8,0,0,1,0.0
Xherdan Shaqiri,2017-2018,8,9,155,3039,58,1151.6,718.0,676.0,19,554,255.2,6,0,5,8.6
Giannelli Imbula,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Bojan Krkic Perez,2017-2018,0,0,2,71,1,13.3,0.0,6.0,0,5,1.9,0,0,0,0.0
Ramadan Sobhi,2017-2018,2,1,51,1227,30,237.9,237.6,206.0,2,226,68.1,2,0,2,0.5
Darren Fletcher,2017-2018,1,1,67,2217,49,359.8,346.2,72.0,3,337,77.8,4,0,0,0.4
Peter Crouch,2017-2018,5,2,73,1551,27,321.2,289.2,390.0,6,225,99.9,2,0,4,2.4
Mame Biram Diouf,2017-2018,6,3,99,2592,49,285.4,482.0,832.0,8,350,159.6,8,0,6,1.9
Saido Berahino,2017-2018,0,1,20,483,13,51.8,40.4,149.0,0,42,23.7,2,0,0,0.3
Kevin Wimmer,2017-2018,0,0,19,1321,32,38.8,297.0,28.0,1,196,36.5,1,0,5,0.3
Eric Maxim Choupo-Moting,2017-2018,5,5,107,2241,45,327.5,505.6,851.0,9,341,168.1,5,0,3,1.9
JesÃ© RodrÃ­guez Ruiz,2017-2018,1,1,31,609,17,127.7,110.4,171.0,2,93,40.8,1,0,0,2.0
Bruno Martins Indi,2017-2018,0,0,20,1242,28,48.3,241.8,60.0,0,171,35.1,1,0,3,0.0
Harry Souttar,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Thomas Edwards,2017-2018,0,0,6,481,15,23.0,93.4,10.0,0,81,12.7,0,0,0,0.3
Julien Ngoy,2017-2018,0,0,1,19,2,1.8,1.0,0.0,0,4,0.3,0,0,0,0.3
Jakob Haugaard,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Stephen Ireland,2017-2018,0,0,4,128,4,17.8,14.4,11.0,0,13,4.3,0,0,1,0.0
Moritz Bauer,2017-2018,0,0,41,1307,18,189.9,181.8,67.0,1,201,44.0,5,0,4,0.4
Konstantinos Stafylidis,2017-2018,0,0,6,334,6,23.8,68.2,18.0,0,38,11.0,0,0,0,0.0
Papa Alioune Ndiaye,2017-2018,2,1,41,1138,17,116.7,298.4,133.0,5,159,55.0,2,0,5,0.0
Tyrese Campbell,2017-2018,0,0,4,75,2,2.6,13.0,28.0,0,11,4.4,0,0,0,0.5
Lasse Sorenson,2017-2018,0,1,5,75,1,25.4,29.6,0.0,0,27,5.5,0,0,0,0.0
Andy King,2017-2018,3,1,51,1247,26,116.9,239.8,204.0,1,225,56.2,1,0,2,3.5
Lukasz Fabianski,2017-2018,0,0,157,3420,56,10.0,1087.8,0.0,14,772,109.9,9,0,0,10.1
Kristoffer Nordfeldt,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5
Kyle Naughton,2017-2018,0,2,101,3030,50,253.3,670.6,141.0,11,561,106.9,9,0,1,6.3
Angel Rangel,2017-2018,0,0,4,154,3,22.1,24.2,2.0,0,28,4.8,0,0,0,7.3
Federico FernÃ¡ndez,2017-2018,1,1,85,2676,44,75.4,736.0,187.0,10,500,100.0,7,0,5,3.3
Stephen Kingsley,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Mike van der Hoorn,2017-2018,1,0,74,1944,27,72.6,460.6,160.0,4,396,69.4,8,0,4,1.2
Alfie Mawson,2017-2018,2,1,112,3420,56,86.4,848.4,254.0,7,662,119.4,9,0,3,4.1
Martin Olsson,2017-2018,0,1,89,3149,50,295.9,324.4,133.0,0,454,75.4,10,0,7,0.3
Wayne Routledge,2017-2018,0,0,17,420,11,95.7,56.6,76.0,0,57,22.6,1,0,1,0.1
Leon Britton,2017-2018,0,0,10,301,1,8.5,18.4,4.0,0,38,3.0,3,0,1,0.1
Jay Fulton,2017-2018,0,0,1,17,0,0.1,0.2,0.0,0,1,0.0,0,0,1,0.0
Sung-yueng Ki,2017-2018,2,2,73,1865,29,338.1,307.2,152.0,9,340,79.7,5,0,2,0.9
Jefferson Montero,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Leroy Fer,2017-2018,1,1,41,1394,26,180.0,240.6,139.0,0,201,56.0,4,0,5,0.2
Nathan Dyer,2017-2018,0,1,41,1300,21,211.1,103.8,174.0,0,139,48.7,3,0,2,0.2
Tom Carroll,2017-2018,0,4,85,2562,39,748.6,452.8,172.0,6,431,137.5,7,0,3,4.5
Modou Barrow,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Luciano Narsingh,2017-2018,1,0,30,614,15,149.5,109.4,155.0,3,97,41.4,1,0,0,0.0
Roque Mesa,2017-2018,0,0,18,753,16,85.7,89.0,34.0,0,125,20.9,2,0,3,0.4
Oliver McBurnie,2017-2018,0,1,16,267,5,30.4,38.4,105.0,0,45,17.4,0,0,0,1.7
Jordan Ayew,2017-2018,7,2,108,2850,49,350.4,562.2,944.0,12,382,185.8,7,1,2,9.5
Tammy Abraham,2017-2018,5,3,86,1715,31,182.6,269.2,693.0,11,238,114.2,4,0,0,3.4
AndrÃ© Ayew,2017-2018,3,5,77,1834,42,283.1,319.4,429.0,2,249,102.7,3,0,5,1.0
Kyle Bartley,2017-2018,0,0,5,233,4,21.2,75.0,16.0,0,29,11.2,0,0,2,0.1
Sam Clucas,2017-2018,3,1,75,2039,30,270.1,362.4,233.0,4,305,86.2,5,0,2,0.4
Renato Sanches,2017-2018,0,0,20,699,10,135.0,71.8,64.0,0,83,27.0,2,0,1,0.3
Wilfried Bony,2017-2018,2,1,33,701,8,70.6,119.0,211.0,3,103,39.3,2,0,2,0.1
Joe Rodon,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Erwin Mulder,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Connor Roberts,2017-2018,0,0,7,267,4,12.8,26.2,2.0,0,41,4.1,0,0,0,0.3
Fernando Llorente,2017-2018,1,0,22,224,2,66.7,60.2,99.0,2,70,22.6,1,0,1,0.2
Hugo Lloris,2017-2018,0,0,144,3240,35,0.1,726.4,0.0,6,694,72.3,15,0,1,9.3
Michel Vorm,2017-2018,0,0,3,90,1,0.0,19.0,0.0,0,17,1.9,0,0,0,0.1
Toby Alderweireld,2017-2018,0,0,43,1177,13,67.8,249.2,50.0,3,247,36.8,5,0,3,5.0
Danny Rose,2017-2018,0,2,24,800,14,181.6,159.4,117.0,0,136,45.9,2,0,4,0.3
Jan Vertonghen,2017-2018,0,1,138,3203,31,205.7,774.4,243.0,13,778,122.7,16,0,4,10.1
Ben Davies,2017-2018,2,7,143,2323,20,698.8,610.0,201.0,14,615,151.0,12,0,3,21.9
Kieran Trippier,2017-2018,0,7,113,1912,21,617.5,459.0,78.0,18,539,115.6,9,0,1,4.8
Eric Dier,2017-2018,0,2,85,2822,30,293.4,604.2,289.0,2,477,118.6,15,0,4,2.4
Mousa DembÃ©lÃ©,2017-2018,0,0,52,1875,22,303.1,309.2,73.0,3,358,68.5,7,0,6,1.7
Erik Lamela,2017-2018,2,4,55,826,12,283.1,204.8,364.0,1,186,84.7,4,0,4,0.1
Christian Eriksen,2017-2018,11,10,199,3218,33,1487.0,1072.6,1021.0,23,826,358.2,17,0,0,19.4
Bamidele Alli,2017-2018,9,13,175,2957,28,878.5,775.2,934.0,12,565,258.8,16,0,7,13.8
Victor Wanyama,2017-2018,1,0,32,837,11,96.8,206.0,77.0,1,174,37.8,2,0,2,0.3
Heung-Min Son,2017-2018,12,8,178,2292,18,588.2,725.8,1177.0,16,544,249.1,14,0,0,14.0
Harry Winks,2017-2018,0,1,31,768,9,172.2,144.4,14.0,0,167,33.1,4,0,0,0.1
Moussa Sissoko,2017-2018,1,1,58,1385,18,384.7,245.8,281.0,0,246,91.1,7,0,3,0.4
Harry Kane,2017-2018,29,2,217,3074,34,502.1,1214.4,2355.0,31,781,407.4,15,0,5,37.7
Vincent Janssen,2017-2018,0,0,1,1,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.1
Kyle Walker-Peters,2017-2018,0,2,13,188,4,48.3,70.4,10.0,0,73,12.9,1,0,0,0.9
Cameron Carter-Vickers,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Davinson SÃ¡nchez,2017-2018,0,0,107,2532,21,74.8,598.0,89.0,8,597,76.2,13,1,1,1.2
Tashan Oakley-Boothe,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Serge Aurier,2017-2018,2,2,77,1427,13,236.5,367.2,209.0,9,335,81.4,6,1,1,0.7
Juan Foyth,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Paulo Gazzaniga,2017-2018,0,0,9,90,0,0.0,27.4,0.0,2,26,2.7,1,0,0,0.1
Alfie Whiteman,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Lucas Rodrigues Moura da Silva,2017-2018,0,1,11,206,6,83.2,49.0,41.0,0,36,17.5,0,0,0,0.0
Kazaiah Sterling,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Andre Gray,2017-2018,5,3,79,1486,30,254.0,251.2,594.0,4,237,108.2,5,0,1,1.3
Nathaniel Chalobah,2017-2018,0,0,13,447,7,26.5,78.8,95.0,0,40,20.0,3,0,1,0.8
Molla WaguÃ©,2017-2018,1,0,19,438,8,5.6,98.0,41.0,0,82,14.5,1,0,0,0.0
Costel Pantilimon,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Heurelho Gomes,2017-2018,0,0,64,2128,40,0.2,457.0,0.0,4,394,45.6,5,0,0,1.2
Younes Kaboul,2017-2018,0,0,7,151,3,0.9,47.4,2.0,0,35,5.0,1,0,0,0.1
Craig Cathcart,2017-2018,0,0,14,495,6,2.0,120.0,23.0,0,90,14.6,1,0,1,0.0
Sebastian PrÃ¶dl,2017-2018,0,0,42,1566,29,25.9,276.4,89.0,0,267,39.3,5,0,5,0.2
JosÃ© Holebas,2017-2018,0,4,72,2381,47,632.8,510.0,125.0,6,412,127.0,6,0,7,0.5
Miguel Britos,2017-2018,1,0,22,795,16,42.7,180.4,51.0,0,149,27.3,2,1,3,0.5
Christian Kabasele,2017-2018,2,0,68,2329,43,52.0,645.0,137.0,2,407,83.7,6,0,5,0.5
Daryl Janmaat,2017-2018,3,1,59,1818,37,230.6,445.0,253.0,3,342,92.9,2,0,3,0.4
Adrian Mariappa,2017-2018,0,0,58,2206,43,59.4,462.0,106.0,2,378,62.8,6,0,4,4.9
Brandon Mason,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1
Francisco FemenÃ­a Far,2017-2018,1,1,65,1709,34,302.8,327.2,113.0,9,389,74.5,5,0,2,1.4
Tom Cleverley,2017-2018,1,2,58,1900,33,464.8,332.2,124.0,3,300,92.1,6,1,1,0.4
Etienne Capoue,2017-2018,1,1,48,1537,29,165.9,280.2,150.0,0,262,59.7,4,0,3,1.4
Valon Behrami,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Steven Berghuis,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Nordin Amrabat,2017-2018,0,0,6,198,3,46.5,22.8,10.0,0,11,8.0,1,0,0,0.0
Isaac Success,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Abdoulaye DoucourÃ©,2017-2018,7,4,136,3324,63,595.8,859.0,537.0,16,679,199.7,9,0,10,11.0
Roberto Pereyra,2017-2018,5,3,81,1610,34,370.6,346.0,472.0,5,299,118.8,1,0,3,0.2
Will Hughes,2017-2018,2,3,53,987,16,267.0,238.6,136.0,5,190,64.3,4,0,0,0.3
Troy Deeney,2017-2018,5,2,73,1836,30,349.4,343.0,566.0,7,241,125.3,6,1,1,0.8
Stefano Okaka,2017-2018,1,1,24,442,9,92.0,74.4,145.0,1,52,29.8,2,0,2,0.3
Mauro ZÃ¡rate,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Ben Watson,2017-2018,0,0,12,455,12,46.1,74.2,10.0,0,61,13.1,0,0,1,0.1
Jerome Sinclair,2017-2018,0,0,4,29,1,11.0,4.4,4.0,0,12,1.9,0,0,0,0.2
Richarlison de Andrade,2017-2018,5,8,125,2817,54,384.7,497.0,1217.0,4,304,209.3,8,0,4,6.5
AndrÃ© Carrillo,2017-2018,1,3,64,1529,31,331.2,271.2,300.0,4,275,90.3,4,0,2,0.0
Orestis Karnezis,2017-2018,0,0,47,1291,24,0.0,247.6,0.0,5,240,24.8,4,0,0,0.2
Marvin Zeegelaar,2017-2018,0,2,28,993,18,142.1,185.2,24.0,5,186,35.2,2,1,4,0.3
Michael Folivi,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Daniel Bachmann,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Gerard Deulofeu,2017-2018,1,1,25,433,3,141.3,92.4,124.0,3,87,35.8,2,0,0,0.4
Carl Stewart,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Dodi Lukebakio,2017-2018,0,0,1,15,1,24.7,6.6,5.0,0,5,3.6,0,0,0,0.0
Didier Ndong,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Joy Mukena,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Kieran Gibbs,2017-2018,0,2,86,2826,44,359.6,484.6,131.0,2,483,97.7,8,0,3,0.4
Gareth Barry,2017-2018,1,2,56,1921,35,274.9,347.8,195.0,0,287,82.0,4,0,4,0.8
Daniel Sturridge,2017-2018,2,1,32,541,8,205.3,136.2,304.0,0,131,64.5,3,0,0,0.6
Boaz Myhill,2017-2018,0,0,1,90,1,0.0,12.2,0.0,0,7,1.2,0,0,1,3.1
Ben Foster,2017-2018,0,0,123,3330,55,20.0,716.8,0.0,11,635,73.8,10,0,2,9.4
Allan-RomÃ©o Nyom,2017-2018,0,1,70,2306,40,266.7,454.6,23.0,6,407,74.3,7,0,7,1.1
Jonny Evans,2017-2018,2,2,78,2269,38,104.2,536.2,211.0,5,455,85.1,6,0,7,1.0
Craig Dawson,2017-2018,2,1,87,2510,39,181.3,629.6,298.0,4,453,111.2,8,0,6,1.5
Gareth McAuley,2017-2018,0,0,8,454,15,4.9,85.4,2.0,0,73,9.3,0,0,0,0.5
Jake Livermore,2017-2018,2,2,89,2671,41,313.1,454.6,207.0,6,375,97.8,8,0,5,0.4
Nacer Chadli,2017-2018,1,0,15,213,4,26.4,44.4,35.0,3,38,10.6,1,0,1,0.2
James Morrison,2017-2018,1,0,13,205,1,40.4,56.0,47.0,0,35,14.5,2,0,0,0.0
Claudio Yacob,2017-2018,0,0,23,898,17,29.1,142.8,59.0,0,124,23.2,3,0,5,0.2
James McClean,2017-2018,1,0,45,1391,20,299.0,237.4,279.0,1,153,80.2,6,0,7,0.1
Jonathan Leko,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Matt Phillips,2017-2018,2,3,81,2087,32,531.8,370.2,345.0,3,276,124.7,10,0,3,0.5
Sam Field,2017-2018,1,0,23,534,7,64.8,102.4,95.0,2,70,26.3,4,0,3,0.1
Chris Brunt,2017-2018,0,8,81,1917,23,651.1,421.8,155.0,6,380,122.9,9,0,5,0.5
SalomÃ³n RondÃ³n,2017-2018,7,3,103,2765,48,387.2,431.2,891.0,5,271,169.6,6,0,4,1.1
Hal Robson-Kanu,2017-2018,2,0,32,816,14,115.9,121.2,264.0,1,83,49.5,4,1,2,0.4
Jay Rodriguez,2017-2018,7,1,109,2807,41,329.8,460.4,931.0,11,335,171.1,10,0,2,2.5
Ahmed El-Sayed Hegazi,2017-2018,2,0,114,3386,55,99.5,962.8,196.0,11,646,126.1,10,0,4,17.8
Rekeem Harper,2017-2018,0,0,1,20,0,20.4,6.6,0.0,0,6,2.7,0,0,0,0.0
Kane Wilson,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2
Oliver Burke,2017-2018,0,2,23,356,11,73.9,77.4,75.0,0,75,22.5,0,0,0,0.0
Grzegorz Krychowiak,2017-2018,0,3,58,1634,30,220.9,271.8,91.0,4,249,58.4,4,0,2,0.1
Alex Palmer,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Max Melbourne,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Rayhaan Tulloch,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7
Nathan Ferguson,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Ali Gabr,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Kyle Jameson,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Marko Arnautovic,2017-2018,11,7,144,2309,50,543.0,713.8,1155.0,12,440,241.1,7,1,5,7.6
AdriÃ¡n San Miguel del Castillo,2017-2018,0,0,72,1710,29,0.0,470.4,0.0,5,374,47.0,6,0,2,2.4
Darren Randolph,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Jose Fonte,2017-2018,0,2,34,688,11,57.8,186.8,89.0,3,156,33.4,3,0,0,0.8
James Collins,2017-2018,1,0,36,1049,19,25.5,346.0,76.0,3,200,44.6,3,0,3,0.2
Winston Reid,2017-2018,0,0,42,1452,27,48.8,322.4,64.0,3,264,43.6,5,0,5,0.6
Aaron Cresswell,2017-2018,1,7,118,3069,60,562.7,690.2,193.0,10,613,145.0,10,0,7,3.2
Angelo Ogbonna,2017-2018,1,0,77,2880,60,81.4,687.8,145.0,4,520,91.4,7,0,3,3.4
Sam Byram,2017-2018,0,0,5,246,7,37.6,71.0,36.0,0,41,14.5,0,0,1,0.1
Arthur Masuaku,2017-2018,0,3,68,1867,29,295.1,385.0,128.0,2,352,80.7,6,0,5,1.2
Pablo Zabaleta,2017-2018,0,1,90,3289,62,293.7,635.0,77.0,6,563,100.7,10,0,9,1.9
Robert Snodgrass,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6
Mark Noble,2017-2018,4,0,84,2400,45,337.8,527.6,141.0,7,461,100.8,7,0,6,0.3
Cheikhou KouyatÃ©,2017-2018,2,3,86,2798,56,262.4,480.0,320.0,2,367,106.1,7,0,5,0.3
Pedro Obiang,2017-2018,2,0,54,1562,29,132.1,377.8,88.0,6,270,60.1,5,0,3,0.7
Manuel Lanzini,2017-2018,5,7,106,2039,44,624.9,559.4,502.0,11,470,168.8,6,0,4,0.8
Michail Antonio,2017-2018,3,2,62,1350,23,256.3,296.6,393.0,1,188,94.6,7,0,1,0.2
Sofiane Feghouli,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Edimilson Fernandes,2017-2018,0,2,29,840,20,97.3,110.8,77.0,0,123,28.6,2,0,1,0.2
Andy Carroll,2017-2018,3,1,36,742,13,110.2,145.4,344.0,6,106,58.8,3,1,5,0.3
Diafra Sakho,2017-2018,2,1,24,294,11,25.1,77.6,110.0,1,65,21.2,0,0,2,0.1
Ashley Fletcher,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4
Enner Valencia,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Joe Hart,2017-2018,0,1,59,1710,39,20.0,382.8,0.0,3,341,40.2,4,0,0,5.7
Javier HernÃ¡ndez BalcÃ¡zar,2017-2018,8,2,93,1537,36,312.4,373.6,476.0,14,309,115.0,6,0,3,7.2
Declan Rice,2017-2018,0,0,41,1421,29,35.7,310.4,29.0,0,280,37.5,3,0,1,0.1
Sead Haksabanovic,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Antonio Martinez Lopez,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Domingos Quina,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Ben Johnson,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Nathan Trott,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2
Moses Makasi,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Reece Burke,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Josh Cullen,2017-2018,0,0,2,6,0,0.6,7.2,0.0,0,7,0.8,0,0,0,0.0
JoÃ£o MÃ¡rio Naval Costa Eduardo,2017-2018,2,1,46,1021,14,294.9,176.0,191.0,5,170,66.1,4,0,0,0.2
Reece Oxford,2017-2018,0,0,1,4,0,0.0,3.0,0.0,0,2,0.3,0,0,0,0.0
Jordan Hugill,2017-2018,0,0,3,22,0,0.4,0.0,0.0,0,4,0.0,0,0,0,0.0
Patrice Evra,2017-2018,0,0,2,227,10,6.0,42.8,0.0,0,32,5.0,0,0,0,0.2
Marcus Browne,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Josh Pask,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Grady Diangana,2017-2018,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Petr Cech,2018-2019,0,0,24,585,9,0.0,205.0,0.0,3,130,20.4,1,0,0,1.1
Bernd Leno,2018-2019,0,0,106,2835,42,0.0,807.2,0.0,5,568,80.5,6,0,0,4.0
Laurent Koscielny,2018-2019,3,0,62,1329,23,29.5,456.4,105.0,8,319,59.1,3,0,1,0.9
HÃ©ctor BellerÃ­n,2018-2019,0,5,60,1532,21,197.8,261.6,280.0,5,304,73.7,4,0,3,4.5
Nacho Monreal,2018-2019,1,4,77,1860,24,196.6,413.2,224.0,7,392,83.4,5,0,5,1.3
Rob Holding,2018-2019,0,0,24,806,10,28.7,187.8,14.0,5,148,23.2,1,0,1,0.4
